video_path,shoulder_r_x,shoulder_r_y,shoulder_r_z,elbow_r_x,elbow_r_y,elbow_r_z,wrist_r_x,wrist_r_y,wrist_r_z,thumb_r_x,thumb_r_y,thumb_r_z,index_r_x,index_r_y,index_r_z,middle_r_x,middle_r_y,middle_r_z,ring_r_x,ring_r_y,ring_r_z,pinky_r_x,pinky_r_y,pinky_r_z,movement_label,range_label
Videos\Persona1\abduccion_completo.mp4,0.39316388964653015,0.4560431241989136,0.02369779348373413,0.3690212368965149,0.6190975308418274,0.03411277383565903,0.33811166882514954,0.7654728293418884,-0.0861845463514328,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3928399682044983,0.456204354763031,0.027563434094190598,0.370227187871933,0.6190232038497925,0.037157975137233734,0.33992767333984375,0.7650812864303589,-0.08738026767969131,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39271047711372375,0.45635953545570374,0.029822299256920815,0.3710949718952179,0.6194964647293091,0.039892178028821945,0.3415427505970001,0.7664044499397278,-0.08608940988779068,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3927137851715088,0.4564332365989685,0.03403060883283615,0.3717474639415741,0.6193557977676392,0.04466190189123154,0.3433266282081604,0.7668412923812866,-0.08243356645107269,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3927731215953827,0.45654159784317017,0.042998481541872025,0.3721962869167328,0.619236946105957,0.05380744859576225,0.34440556168556213,0.7673159837722778,-0.07374631613492966,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39286917448043823,0.456651508808136,0.039862312376499176,0.3722379803657532,0.6200889348983765,0.049196548759937286,0.34251537919044495,0.767665684223175,-0.07539406418800354,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39300984144210815,0.4567379951477051,0.043497923761606216,0.37059158086776733,0.6195638179779053,0.05864889547228813,0.33517155051231384,0.765835165977478,-0.06300153583288193,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3936149477958679,0.4567873179912567,0.03990206494927406,0.36716318130493164,0.6189521551132202,0.05550157278776169,0.3210514187812805,0.7559658288955688,-0.06809616088867188,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.395488440990448,0.4565872550010681,0.03099728189408779,0.3577989935874939,0.6096650958061218,0.04525643214583397,0.2976233959197998,0.7311506271362305,-0.07039991021156311,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39776694774627686,0.4560539126396179,0.019903460517525673,0.3441593050956726,0.5877571105957031,0.01729162409901619,0.26753515005111694,0.6832208037376404,-0.09033060073852539,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40033283829689026,0.45017847418785095,0.014773530885577202,0.3331005573272705,0.554980993270874,0.01087658666074276,0.24538059532642365,0.6111512780189514,-0.09445670247077942,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40120643377304077,0.4439673125743866,0.020732294768095016,0.3257955312728882,0.5091351270675659,0.015605512075126171,0.23342040181159973,0.5355085730552673,-0.0953768938779831,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4018605649471283,0.43355995416641235,0.037434112280607224,0.3182500898838043,0.4655950665473938,-0.01287858933210373,0.22995229065418243,0.45197615027427673,-0.16943758726119995,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4016323685646057,0.42512986063957214,0.049891553819179535,0.31598028540611267,0.42217326164245605,0.011097048409283161,0.23094847798347473,0.37462663650512695,-0.07404004782438278,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40146416425704956,0.4162709414958954,0.08671103417873383,0.31931912899017334,0.3898929953575134,0.06669840216636658,0.2403499186038971,0.30972784757614136,-0.012249993160367012,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4014023244380951,0.4115450084209442,0.11201830953359604,0.3242252767086029,0.3587886393070221,0.0653282180428505,0.25160840153694153,0.25642260909080505,-0.029224205762147903,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40135258436203003,0.40824440121650696,0.13044509291648865,0.3244151771068573,0.32732638716697693,0.08657671511173248,0.2680635154247284,0.21405431628227234,0.011590602807700634,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40197014808654785,0.40439602732658386,0.1554182916879654,0.3379724621772766,0.3104214668273926,0.12021471560001373,0.29132306575775146,0.18093757331371307,0.07916849106550217,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4025978446006775,0.40160849690437317,0.1347648650407791,0.3494642972946167,0.29042312502861023,0.09223379194736481,0.31516319513320923,0.15489378571510315,0.08474944531917572,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4041484296321869,0.39651933312416077,0.11872192472219467,0.36126309633255005,0.2701462507247925,0.058244891464710236,0.33382898569107056,0.13386085629463196,0.032374076545238495,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4057735800743103,0.3982211947441101,0.11356834322214127,0.3719310462474823,0.26048707962036133,0.023341909050941467,0.34972286224365234,0.12058927863836288,0.019585348665714264,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4067723751068115,0.39822977781295776,0.10900814831256866,0.38474029302597046,0.25790587067604065,-0.0047817593440413475,0.36846622824668884,0.1118805781006813,-0.025065725669264793,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.408583402633667,0.39972683787345886,0.10584111511707306,0.39303678274154663,0.2529723048210144,-0.010366102680563927,0.3836486339569092,0.10317675024271011,-0.03917940333485603,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4085983335971832,0.40117543935775757,0.08681127429008484,0.39702847599983215,0.2517591118812561,-0.05290617421269417,0.3925616443157196,0.10248984396457672,-0.07970046252012253,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4083651900291443,0.4014461636543274,0.08655679225921631,0.40013056993484497,0.250578910112381,-0.04223526269197464,0.4023398458957672,0.10085044801235199,-0.06882016360759735,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40832749009132385,0.402334988117218,0.08209750801324844,0.4021337032318115,0.2510400712490082,-0.042192958295345306,0.4075891077518463,0.10160785168409348,-0.07461710274219513,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40820613503456116,0.40282750129699707,0.08295972645282745,0.4027124345302582,0.25003930926322937,-0.03528212383389473,0.4100132882595062,0.10101883113384247,-0.07126857340335846,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40795284509658813,0.40303361415863037,0.07755030691623688,0.4019222855567932,0.25177672505378723,-0.04755949229001999,0.4097422957420349,0.10236518830060959,-0.08443944901227951,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40770068764686584,0.40327391028404236,0.07163570076227188,0.4016818404197693,0.25231215357780457,-0.05203230306506157,0.4079475998878479,0.10194185376167297,-0.09146998822689056,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40757685899734497,0.4034622311592102,0.05799165368080139,0.4005338251590729,0.24939757585525513,-0.06940815597772598,0.4042208790779114,0.09921951591968536,-0.11284694820642471,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4075528681278229,0.4036974608898163,0.04614861682057381,0.39896875619888306,0.24895955622196198,-0.08782670646905899,0.39837563037872314,0.10058125108480453,-0.13917425274848938,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40743476152420044,0.404083788394928,0.04653443023562431,0.39848536252975464,0.25003498792648315,-0.07106908410787582,0.39587026834487915,0.09818528592586517,-0.11459223926067352,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4071785807609558,0.40436112880706787,0.06481412798166275,0.3927067518234253,0.25176191329956055,-0.04521940276026726,0.37827005982398987,0.10066156089305878,-0.11237017065286636,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40643566846847534,0.4045807421207428,0.08291833102703094,0.38299471139907837,0.2520211935043335,-0.01722758449614048,0.3585943579673767,0.10481537878513336,-0.08851256221532822,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40588751435279846,0.4056077301502228,0.09175745397806168,0.3732355237007141,0.2601756751537323,0.00040880433516576886,0.33903443813323975,0.11397963762283325,-0.07715076208114624,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4052305221557617,0.40749672055244446,0.10684885084629059,0.36284369230270386,0.27398473024368286,0.03816113620996475,0.3183835744857788,0.13841676712036133,-0.04078042134642601,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40455397963523865,0.4118027985095978,0.1199624314904213,0.35374605655670166,0.29492902755737305,0.09249646216630936,0.30449262261390686,0.1740698665380478,0.03502964600920677,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40402230620384216,0.41527488827705383,0.11155476421117783,0.3431333899497986,0.3109068274497986,0.07773328572511673,0.28648704290390015,0.20348338782787323,0.002731058979406953,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40347352623939514,0.41760537028312683,0.10828934609889984,0.3317040801048279,0.3344995081424713,0.09211279451847076,0.2691997289657593,0.23608507215976715,0.01973126269876957,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4023715853691101,0.4192456603050232,0.11005449295043945,0.3217996060848236,0.3597666025161743,0.10592405498027802,0.25255218148231506,0.28080782294273376,0.021093707531690598,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4021016061306,0.42251095175743103,0.1157650575041771,0.3183944821357727,0.3846063017845154,0.12248271703720093,0.24263450503349304,0.3219054639339447,0.034510500729084015,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40166449546813965,0.42756322026252747,0.11549544334411621,0.3164311349391937,0.4141356647014618,0.11646151542663574,0.2380547970533371,0.3714655935764313,0.018279893323779106,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40163788199424744,0.4325111508369446,0.10888253152370453,0.31815841794013977,0.44138604402542114,0.12382619082927704,0.23198767006397247,0.4287673234939575,0.026430591940879822,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40194883942604065,0.4374454915523529,0.09897597134113312,0.3181493878364563,0.4696773588657379,0.08559960871934891,0.22984056174755096,0.48121893405914307,-0.07367214560508728,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4017697274684906,0.44242218136787415,0.09753133356571198,0.3181264400482178,0.5028551816940308,0.08519481122493744,0.2302815467119217,0.5327532291412354,-0.05904098600149155,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40140724182128906,0.4484497010707855,0.09755825996398926,0.3194182515144348,0.5292220115661621,0.0690809041261673,0.23722334206104279,0.5766631364822388,-0.08662568777799606,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.4004674553871155,0.45195385813713074,0.09113902598619461,0.3213801085948944,0.5545304417610168,0.08307743817567825,0.2426355630159378,0.620487630367279,-0.03992679342627525,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.40016961097717285,0.4552130699157715,0.08944074809551239,0.32523125410079956,0.5750470757484436,0.08695215731859207,0.2501608729362488,0.6611534953117371,-0.03146117553114891,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3986113369464874,0.4585531949996948,0.06932751089334488,0.3341742157936096,0.5934035778045654,0.07978137582540512,0.26763516664505005,0.6952896118164062,-0.03968863934278488,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3973509967327118,0.4590874910354614,0.0759025514125824,0.34598737955093384,0.6062377691268921,0.09184448421001434,0.2878868281841278,0.7212669253349304,-0.023481469601392746,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39661329984664917,0.4589948356151581,0.07911114394664764,0.3548012375831604,0.6167412400245667,0.10038688033819199,0.30499354004859924,0.743568480014801,-0.013552467338740826,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39612600207328796,0.4592282474040985,0.08569837361574173,0.3641742169857025,0.6180639266967773,0.11133531481027603,0.31972330808639526,0.7571407556533813,0.00043279508827254176,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39549121260643005,0.45903345942497253,0.0851568877696991,0.37026554346084595,0.6198148131370544,0.10659309476613998,0.3350371718406677,0.7655857801437378,-0.006345043424516916,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39467278122901917,0.4595271348953247,0.0776468813419342,0.373518705368042,0.624954879283905,0.08395910263061523,0.34802958369255066,0.7699412107467651,-0.028617998585104942,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3941050171852112,0.45950406789779663,0.07333354651927948,0.3756965100765228,0.626499354839325,0.07173807173967361,0.35714584589004517,0.7728614211082458,-0.04028951749205589,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3934856057167053,0.45932286977767944,0.06905462592840195,0.37626519799232483,0.6287063956260681,0.06497882306575775,0.3607216477394104,0.7783474326133728,-0.04459958150982857,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39308059215545654,0.459852010011673,0.04905892163515091,0.37675854563713074,0.6323058009147644,0.043805595487356186,0.36473548412323,0.7812791466712952,-0.07021584361791611,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39266934990882874,0.46004828810691833,0.04426083713769913,0.3770710527896881,0.6326681971549988,0.035398174077272415,0.3669624924659729,0.7805033326148987,-0.07440488040447235,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39269503951072693,0.4599624574184418,0.04671526700258255,0.3775480389595032,0.6306682825088501,0.03809947520494461,0.36805811524391174,0.7791983485221863,-0.06991182267665863,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3927233815193176,0.459857314825058,0.04664202779531479,0.37771040201187134,0.6294748187065125,0.042018529027700424,0.36835211515426636,0.7793236374855042,-0.06886415183544159,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3927583694458008,0.4597775340080261,0.046673212200403214,0.3777044713497162,0.6298421025276184,0.04294991120696068,0.3683863580226898,0.7800069451332092,-0.0658881813287735,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3927825391292572,0.45972955226898193,0.04943682998418808,0.3776187300682068,0.6297993063926697,0.045905742794275284,0.3687160909175873,0.7797709703445435,-0.0646447092294693,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39279165863990784,0.4596884548664093,0.04899842292070389,0.37759989500045776,0.6295673251152039,0.046040747314691544,0.3688693642616272,0.7793904542922974,-0.0633847638964653,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.3928157687187195,0.45963597297668457,0.048179417848587036,0.37755662202835083,0.6300621628761292,0.04494989663362503,0.36895790696144104,0.7801377177238464,-0.06547988951206207,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_completo.mp4,0.39283329248428345,0.4595906436443329,0.04798475652933121,0.3775883615016937,0.6300871968269348,0.044371385127305984,0.36882054805755615,0.779995322227478,-0.06892596930265427,,,,,,,,,,,,,,,,abduccion,completo
Videos\Persona1\abduccion_nulo.mp4,0.39341503381729126,0.4591032564640045,0.04988274723291397,0.37745457887649536,0.6274673342704773,0.04529423639178276,0.36855068802833557,0.7794051170349121,-0.07140479981899261,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39373579621315,0.45886802673339844,0.05662032216787338,0.37731897830963135,0.6257802844047546,0.04806651920080185,0.36837953329086304,0.7787224054336548,-0.06969226896762848,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39391499757766724,0.45878541469573975,0.059288181364536285,0.3771122395992279,0.6250498294830322,0.04819528013467789,0.36811527609825134,0.7780832052230835,-0.07200758159160614,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.393984854221344,0.45871466398239136,0.05953755974769592,0.37689679861068726,0.6237496137619019,0.04782353341579437,0.3673784136772156,0.777679979801178,-0.07631146162748337,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3940393626689911,0.45868027210235596,0.05964468792080879,0.3768036961555481,0.6228405237197876,0.04791025072336197,0.36715036630630493,0.7771279215812683,-0.07675929367542267,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3941064178943634,0.4586491584777832,0.062072765082120895,0.37671756744384766,0.6223888993263245,0.04886791482567787,0.36657434701919556,0.7765786647796631,-0.07655863463878632,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3941672742366791,0.4586358666419983,0.06535916775465012,0.3766856789588928,0.6213648319244385,0.05186482518911362,0.3658515512943268,0.7754054665565491,-0.07470349222421646,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3941929042339325,0.45852339267730713,0.06476081907749176,0.3765704035758972,0.6203209161758423,0.051821183413267136,0.36458632349967957,0.7748591303825378,-0.07415823638439178,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3942018747329712,0.45844829082489014,0.06543802469968796,0.37632226943969727,0.6197435855865479,0.052243925631046295,0.36349165439605713,0.7741460204124451,-0.07365135103464127,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3942175507545471,0.45833417773246765,0.06812571734189987,0.37608498334884644,0.6190199255943298,0.05387228727340698,0.36261218786239624,0.7733838558197021,-0.07275504618883133,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3942256569862366,0.4583194851875305,0.0680280327796936,0.37588343024253845,0.6187634468078613,0.05348364636301994,0.3620205521583557,0.7728225588798523,-0.07578852027654648,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39424148201942444,0.4582056403160095,0.06759195774793625,0.37576985359191895,0.6185755133628845,0.05341264605522156,0.3616984784603119,0.7722386121749878,-0.07528459280729294,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.394262433052063,0.45809224247932434,0.06730994582176208,0.37561941146850586,0.6182498335838318,0.053349025547504425,0.36124759912490845,0.771619439125061,-0.0751611515879631,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39428359270095825,0.45800700783729553,0.06722348928451538,0.3755457401275635,0.6180169582366943,0.05365943908691406,0.36071330308914185,0.7714375853538513,-0.07298802584409714,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3942933678627014,0.45794767141342163,0.0684090331196785,0.3754829168319702,0.6178714036941528,0.05631880834698677,0.36028018593788147,0.7713534235954285,-0.0676153302192688,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3943282663822174,0.45786699652671814,0.07013558596372604,0.37534961104393005,0.6175960302352905,0.057743243873119354,0.3600127100944519,0.7710033655166626,-0.06712217628955841,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39434126019477844,0.4578205645084381,0.07179304957389832,0.3753141164779663,0.6173797845840454,0.06193181127309799,0.3598371148109436,0.7708993554115295,-0.06077968329191208,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39435139298439026,0.45770543813705444,0.07170570641756058,0.37524235248565674,0.6171292066574097,0.06123821809887886,0.35962018370628357,0.7706308960914612,-0.06151290610432625,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3943575918674469,0.45764443278312683,0.072437584400177,0.37514621019363403,0.6170464754104614,0.06161440536379814,0.35936397314071655,0.7704753279685974,-0.06185504049062729,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3943679630756378,0.4576222002506256,0.07440836727619171,0.37497222423553467,0.6170321702957153,0.06377961486577988,0.358920693397522,0.7701331973075867,-0.06000558286905289,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39436620473861694,0.4576031267642975,0.07408969104290009,0.37481680512428284,0.6170483231544495,0.06395312398672104,0.3580305874347687,0.7697486281394958,-0.058637749403715134,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3943696916103363,0.45755141973495483,0.07120055705308914,0.37463849782943726,0.6170405745506287,0.06418999284505844,0.3566474914550781,0.7693399786949158,-0.05515366792678833,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39433079957962036,0.4573853015899658,0.0668950304389,0.37461382150650024,0.616345226764679,0.061665136367082596,0.355337530374527,0.7681848406791687,-0.06355982273817062,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3942480683326721,0.45711299777030945,0.05644920468330383,0.3739110827445984,0.6162644028663635,0.05695871636271477,0.3540993332862854,0.7680882811546326,-0.06567983329296112,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39420002698898315,0.45640289783477783,0.05336415022611618,0.3729114830493927,0.6162455677986145,0.05651392787694931,0.35360366106033325,0.7680156230926514,-0.06264998018741608,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39409875869750977,0.4560304880142212,0.050562113523483276,0.3719246983528137,0.6162983775138855,0.05538830906152725,0.3535173833370209,0.7680671811103821,-0.061902087181806564,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39401453733444214,0.45570725202560425,0.048588816076517105,0.3715320825576782,0.61644446849823,0.05372457578778267,0.3534899353981018,0.7681546807289124,-0.06192268803715706,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.3939264416694641,0.4555261433124542,0.050621967762708664,0.37144193053245544,0.6158030033111572,0.05366121977567673,0.35322028398513794,0.768042266368866,-0.06234920024871826,,,,,,,,,,,,,,,,abduccion,nulo
Videos\Persona1\abduccion_nulo.mp4,0.39382871985435486,0.45551320910453796,0.054012447595596313,0.37137383222579956,0.6158038377761841,0.05596715956926346,0.3530959188938141,0.767948567867279,-0.0607295036315918,,,,,,,,,,,,,,,,abduccion,nulo
