image_name,person_id,label,neck_angle,head_tilt_angle,spine_angle,shoulder_symmetry,ear_shoulder_dist,shoulder_hip_alignment,upper_body_ratio
Side_Bad_P7.jpg,P7,bad,55.404271256589375,96.10808229819288,21.166344473126965,0.04207166571802351,0.09569719772779334,0.16144838247008575,0.7720520372124415
Side_Bad_P8.jpg,P8,bad,58.90006479317703,104.21963556854934,10.215667762974035,0.032591940159961585,0.1009348986739174,0.21643811036354732,0.5654599723879611
Side_Bad_P9.jpg,P9,bad,58.65894054179836,88.25771113145274,10.940969385885039,0.03578142393910527,0.08957712179972149,0.1668619283562991,0.7405074836604679
Side_Bad_P10.jpg,P10,bad,57.333319196714534,84.9820746330796,13.212099681230596,0.037963765008733996,0.08203621192358969,0.21065701949237348,0.5402578624987636
Side_Bad_P11.jpg,P11,bad,58.14161314764182,82.51742891693044,9.645573489368594,0.030142959628078503,0.1021514042418604,0.1633495967217593,0.7938539611987163
Side_Bad_P12.jpg,P12,bad,58.545752765207084,106.008522253188,11.874202280594368,0.03977507657112511,0.08584389337449765,0.19359359684032906,0.5832724744522901
Side_Bad_P13.jpg,P13,bad,51.2732357684322,96.87576897515531,9.313289892810368,0.0300581965396981,0.09014294781896139,0.17506876517208503,0.6426320141036806
Side_VeryBad_P1.jpg,P1,verybad,62.778121514989664,107.73676088212369,15.968830059660911,0.021487653255462702,0.09028004123613043,0.18009120225906372,0.6639207413430047
Side_VeryBad_P2.jpg,P2,verybad,68.07064624334179,98.29967494817502,14.3904718908033424,0.040502518415450994,0.09829172293790493,0.17870788276195526,0.7275689289473273
Side_VeryBad_P3.jpg,P3,verybad,73.26206100445586,111.31590320784676,17.81764739495632,0.05071818828582764,0.09688127455439714,0.20291391015052795,0.6647288511862396
Side_VeryBad_P4.jpg,P4,verybad,69.70578733862885,117.57987563907483,21.26091700660286,0.010510951280593928,0.100175024560722,0.2080654352903366,0.5799756836542677
Side_VeryBad_P5.jpg,P5,verybad,65.20925875124185,102.61375157077053,22.09957870768763,0.02016127109527588,0.08961601519489058,0.2007912397384644,0.5681811457870015
Side_Verybad_P6.jpg,P6,verybad,62.20556827906097,106.36701047588502,16.6377630672685648,0.015857390704481278,0.1045384092417843,0.18417368360924946,0.7611771645575214
Side_Verybad_P7.jpg,P7,verybad,58.28327728636009,120.39810561553158,18.2388829590859753,0.0010833271724398075,0.0955037434324069,0.1844204271470108,0.5846039316108805
Side_Verybad_P8.jpg,P8,verybad,63.13205401377602,99.86699138193036,16.8779056314689477,0.019151158261370982,0.07817174485033332,0.18427095541998306,0.6116513638326397
Side_Verybad_P9.jpg,P9,verybad,56.127547582873824,121.12324620227575,15.87295916403824,0.02649051685198578,0.09085734791067641,0.19369987018227053,0.4699069193075201
Side_Verybad_P10.jpg,P10,verybad,61.778803245070364,108.37592750079422,17.438040331528717,0.043018409606515484,0.09564117227348135,0.19542714775548775,0.5941872562805262
Side_Verybad_P11.jpg,P11,verybad,55.62173147745654,108.11274051716424,15.4531520380161913,0.05551063363660047,0.12022135355845245,0.17060670830485325,0.8407238756084079
Side_Verybad_P12.jpg,P12,verybad,67.18443815797043,106.40970222683195,16.973829635767754,0.021248062704180004,0.09274942233874794,0.17872317323244297,0.7365053218580191
Side_Verybad_P13.jpg,P13,verybad,59.53878766750488,129.63658517534367,16.0104358575004655,0.05059088452441168,0.12001090603984829,0.1799880575878594,0.702362129280347
